municipio,ano,cor,populacao
Coroados,2010,Parda,1415
Coronel Macedo,2010,Parda,1237
Corumbataí,2010,Parda,822
Cosmópolis,2010,Parda,20593
Cosmorama,2010,Parda,1346
Cotia,2010,Parda,71025
Cravinhos,2010,Parda,8040
Cristais Paulista,2010,Parda,2309
Cruzália,2010,Parda,557
Cruzeiro,2010,Parda,16009
Cubatão,2010,Parda,57971
Cunha,2010,Parda,5759
Descalvado,2010,Parda,6104
Diadema,2010,Parda,161657
Dirce Reis,2010,Parda,491
Divinolândia,2010,Parda,1941
Dobrada,2010,Parda,3633
Dois Córregos,2010,Parda,5330
Dolcinópolis,2010,Parda,515
Dourado,2010,Parda,1274
Dracena,2010,Parda,10800
Duartina,2010,Parda,3402
Dumont,2010,Parda,2344
Echaporã,2010,Parda,2189
Eldorado,2010,Parda,6548
Elias Fausto,2010,Parda,4278
Elisiário,2010,Parda,573
Embaúba,2010,Parda,741
Embu das Artes,2010,Parda,110636
Embu-Guaçu,2010,Parda,22856
Emilianópolis,2010,Parda,1101
Engenheiro Coelho,2010,Parda,6435
Espírito Santo do Pinhal,2010,Parda,6134
Espírito Santo do Turvo,2010,Parda,1337
Estrela d'Oeste,2010,Parda,1645
Estrela do Norte,2010,Parda,1175
Euclides da Cunha Paulista,2010,Parda,5367
Fartura,2010,Parda,2029
Fernandópolis,2010,Parda,12542
Fernando Prestes,2010,Parda,866
Fernão,2010,Parda,495
Ferraz de Vasconcelos,2010,Parda,72765
Flora Rica,2010,Parda,720
Floreal,2010,Parda,478
Flórida Paulista,2010,Parda,4682
Florínea,2010,Parda,636
Franca,2010,Parda,75507
Francisco Morato,2010,Parda,74382
Franco da Rocha,2010,Parda,52470
Gabriel Monteiro,2010,Parda,737
Gália,2010,Parda,2167
Garça,2010,Parda,13455
Gastão Vidigal,2010,Parda,1579
Gavião Peixoto,2010,Parda,1516
General Salgado,2010,Parda,2964
Getulina,2010,Parda,4008
Glicério,2010,Parda,1383
Guaiçara,2010,Parda,3948
Guaimbê,2010,Parda,2345
Guaíra,2010,Parda,11017
Guapiaçu,2010,Parda,4653
Guapiara,2010,Parda,7574
Guará,2010,Parda,7387
Guaraçaí,2010,Parda,2785
Guaraci,2010,Parda,3367
Guarani d'Oeste,2010,Parda,481
Guarantã,2010,Parda,2463
Guararapes,2010,Parda,10549
Guararema,2010,Parda,6473
Guaratinguetá,2010,Parda,28216
Guareí,2010,Parda,2930
Guariba,2010,Parda,16062
Guarujá,2010,Parda,132194
Guarulhos,2010,Parda,474314
Guatapará,2010,Parda,2371
Guzolândia,2010,Parda,1816
Herculândia,2010,Parda,3597
Holambra,2010,Parda,3158
Hortolândia,2010,Parda,74353
Iacanga,2010,Parda,2425
Iacri,2010,Parda,2483
Iaras,2010,Parda,2349
Ibaté,2010,Parda,10101
Ibirá,2010,Parda,2244
Ibirarema,2010,Parda,1105
Ibitinga,2010,Parda,10933
Ibiúna,2010,Parda,20051
Icém,2010,Parda,2817
Iepê,2010,Parda,1636
Igaraçu do Tietê,2010,Parda,7072
Igarapava,2010,Parda,9734
Igaratá,2010,Parda,2242
Iguape,2010,Parda,10645
Ilhabela,2010,Parda,11791
Ilha Comprida,2010,Parda,2910
Ilha Solteira,2010,Parda,9155
Indaiatuba,2010,Parda,50432
Indiana,2010,Parda,1400
Indiaporã,2010,Parda,910
Inúbia Paulista,2010,Parda,1368
Ipaussu,2010,Parda,3360
Iperó,2010,Parda,9227
Ipeúna,2010,Parda,1796
Ipiguá,2010,Parda,858
Iporanga,2010,Parda,2744
Ipuã,2010,Parda,5259
Iracemápolis,2010,Parda,4983
Irapuã,2010,Parda,1813
Irapuru,2010,Parda,3043
Itaberá,2010,Parda,3864
Itaí,2010,Parda,6234
Itajobi,2010,Parda,1867
Itaju,2010,Parda,783
Itanhaém,2010,Parda,30928
Itaoca,2010,Parda,2005
Itapecerica da Serra,2010,Parda,66926
Itapetininga,2010,Parda,26860
Itapeva,2010,Parda,19710
Itapevi,2010,Parda,91781
Itapira,2010,Parda,11548
Itapirapuã Paulista,2010,Parda,1723
Itápolis,2010,Parda,7048
Itaporanga,2010,Parda,2530
Itapuí,2010,Parda,2602
Itapura,2010,Parda,2132
Itaquaquecetuba,2010,Parda,157226
Itararé,2010,Parda,9391
Itariri,2010,Parda,6331
Itatiba,2010,Parda,24142
Itatinga,2010,Parda,4239
Itirapina,2010,Parda,4189
Itirapuã,2010,Parda,2309
Itobi,2010,Parda,1757
Itu,2010,Parda,36562
Itupeva,2010,Parda,13281
Ituverava,2010,Parda,10686
Jaborandi,2010,Parda,2026
Jaboticabal,2010,Parda,15663
Jacareí,2010,Parda,51318
Jaci,2010,Parda,1167
Jacupiranga,2010,Parda,6855
Jaguariúna,2010,Parda,11241
Jales,2010,Parda,8828
Jambeiro,2010,Parda,1101
Jandira,2010,Parda,44488
Jardinópolis,2010,Parda,9755
Jarinu,2010,Parda,7953
Jaú,2010,Parda,22202
Jeriquara,2010,Parda,1156
Joanópolis,2010,Parda,1589
João Ramalho,2010,Parda,1537
José Bonifácio,2010,Parda,6440
Júlio Mesquita,2010,Parda,2124
Jumirim,2010,Parda,713
Jundiaí,2010,Parda,68854
Junqueirópolis,2010,Parda,5935
Juquiá,2010,Parda,8396
Juquitiba,2010,Parda,9563
Lagoinha,2010,Parda,985
Laranjal Paulista,2010,Parda,4739
Lavínia,2010,Parda,3329
Lavrinhas,2010,Parda,1715
Leme,2010,Parda,22014
Lençóis Paulista,2010,Parda,15489
Limeira,2010,Parda,59615
Lindóia,2010,Parda,1260
Lins,2010,Parda,20289
Lorena,2010,Parda,22916
Lourdes,2010,Parda,618
Louveira,2010,Parda,11107
Lucélia,2010,Parda,5688
Lucianópolis,2010,Parda,706
Luís Antônio,2010,Parda,3954
Luiziânia,2010,Parda,2538
Lupércio,2010,Parda,1774
Lutécia,2010,Parda,1005
Macatuba,2010,Parda,4894
Macaubal,2010,Parda,944
Macedônia,2010,Parda,810
Magda,2010,Parda,698
Mairinque,2010,Parda,14453
Mairiporã,2010,Parda,23136
Manduri,2010,Parda,1545
Marabá Paulista,2010,Parda,2587
Maracaí,2010,Parda,3592
Marapoama,2010,Parda,245
Mariápolis,2010,Parda,1334
Marília,2010,Parda,59929
Marinópolis,2010,Parda,560
Martinópolis,2010,Parda,8129
Matão,2010,Parda,19265
Mauá,2010,Parda,153759
Mendonça,2010,Parda,1011
Meridiano,2010,Parda,801
Mesópolis,2010,Parda,642
Miguelópolis,2010,Parda,7028
Mineiros do Tietê,2010,Parda,3135
Miracatu,2010,Parda,8350
Mira Estrela,2010,Parda,775
Mirandópolis,2010,Parda,8889
Mirante do Paranapanema,2010,Parda,7699
Mirassol,2010,Parda,10256
Mirassolândia,2010,Parda,1155
Mococa,2010,Parda,15333
Mogi das Cruzes,2010,Parda,109955
Mogi Guaçu,2010,Parda,23114
Mogi Mirim,2010,Parda,15525
Mombuca,2010,Parda,922
Monções,2010,Parda,479
Mongaguá,2010,Parda,15842
Monte Alegre do Sul,2010,Parda,1182
Monte Alto,2010,Parda,8380
Monte Aprazível,2010,Parda,4162
Monte Azul Paulista,2010,Parda,4471
Monte Castelo,2010,Parda,1262
Monteiro Lobato,2010,Parda,980
Monte Mor,2010,Parda,18393
Morro Agudo,2010,Parda,12076
Morungaba,2010,Parda,3517
Motuca,2010,Parda,1506
Murutinga do Sul,2010,Parda,1484
Nantes,2010,Parda,1284
Narandiba,2010,Parda,1920
Natividade da Serra,2010,Parda,1313
Nazaré Paulista,2010,Parda,3833
Neves Paulista,2010,Parda,1551
Nhandeara,2010,Parda,1434
Nipoã,2010,Parda,1463
Nova Aliança,2010,Parda,1011
Nova Campina,2010,Parda,2356
Nova Canaã Paulista,2010,Parda,624
Nova Castilho,2010,Parda,327
Nova Europa,2010,Parda,2940
Nova Granada,2010,Parda,5749
Nova Guataporanga,2010,Parda,537
Nova Independência,2010,Parda,1347
Novais,2010,Parda,1915
Nova Luzitânia,2010,Parda,1191
Nova Odessa,2010,Parda,11595
Novo Horizonte,2010,Parda,7020
Nuporanga,2010,Parda,1268
Ocauçu,2010,Parda,1211
Óleo,2010,Parda,363
Olímpia,2010,Parda,11909
Onda Verde,2010,Parda,1493
Oriente,2010,Parda,2233
Orindiúva,2010,Parda,2151
Orlândia,2010,Parda,12888
Osasco,2010,Parda,226748
Oscar Bressane,2010,Parda,722
Osvaldo Cruz,2010,Parda,8927
Ourinhos,2010,Parda,23322
Ouroeste,2010,Parda,2879
Ouro Verde,2010,Parda,3541
Pacaembu,2010,Parda,4767
Palestina,2010,Parda,2935
Palmares Paulista,2010,Parda,4463
Palmeira d'Oeste,2010,Parda,2211
Palmital,2010,Parda,3562
Panorama,2010,Parda,5826
Paraguaçu Paulista,2010,Parda,12854
Paraibuna,2010,Parda,3293
Paraíso,2010,Parda,1141
Paranapanema,2010,Parda,4635
Paranapuã,2010,Parda,1033
Parapuã,2010,Parda,3431
Pardinho,2010,Parda,1129
Pariquera-Açu,2010,Parda,6444
Parisi,2010,Parda,439
Patrocínio Paulista,2010,Parda,3801
